No.of days Until Today,No.of days,Target start date to Today,Project Name,Project Category,Ancestors,Project Manager,Phase/Milestone,Area,At Risk?,Schedule Health,Task Name,Status,% Complete,Start Date,End Date,Priority,Owner,On Hold?,Not Applicable?,Duration,Predecessors,Total Float,Critical ?,Baseline Start,Baseline Finish,Variance,Status Comment,Baseline Start Date,Baseline End Date,Comments,Assigned To,Start,Finish,Baseline Start2,Baseline Finish2,Variance2
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Merlin Intake,Not Started,0.0,2026-08-24,2026-08-24,,,,,1d,358,34.0,,,,,,,,,"UniSan Project Team, Zycus University Trainer",,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Admin Training,Not Started,0.0,2026-09-01,2026-09-02,,,,,2d,360,27.0,,,,,,,,,"UniSan Project Team, Zycus University Trainer",,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Training Completion,Not Started,0.0,2026-09-02,2026-09-02,,,,,0,362,27.0,,,,,,,,,,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Production Migration Phase II,Not Started,0.0,2026-08-21,2026-09-07,,,,,12d,,24.0,,,,,,,,,,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,2,Rajat Bothra,,,,Green,Migration of Solution from STAGING Environment to PRODUCTION,Not Started,0.0,2026-08-21,2026-09-07,,,,,12d,,24.0,,,,,,,,,,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Configuration migration to PRODUCTION - iSource and Merlin Intake,Not Started,0.0,2026-08-21,2026-08-25,,,,,3d,346,33.0,,,,,,,,,Zycus Product Specialist,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,"Configuration migration to PRODUCTION -  iSupplier, eProc, eInvoice and CLM",Not Started,0.0,2026-08-25,2026-08-31,,,,,5d,350,24.0000000347,,,,,,,,,Zycus Product Specialist,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Provide the final list of users to be created on PRODUCTION,Not Started,0.0,2026-08-21,2026-08-24,,,,,2d,346,0.0,1.0,,,,,,,,"UniSan Holdings SME, UniSan Project Manager, TKC Holdings Project Team",,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Creation of Specified Users as per roles,Not Started,0.0,2026-08-25,2026-08-28,,,,,4d,368,0.0,1.0,,,,,,,,Zycus Product Specialist,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Migrate integration code to Prod,Not Started,0.0,2026-09-01,2026-09-07,,,,,5d,"346, 349, 367",24.0,,,,,,,,,UniSan Integration Team,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,3,Rajat Bothra,,,,Green,Quality Reviews,Not Started,0.0,2026-08-31,2026-09-01,,,,,2d,,28.0,,,,,,,,,,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Schedule for quality check,Not Started,0.0,2026-08-31,2026-08-31,,,,,1d,369,0.0,1.0,,,,,,,,Zycus Product Specialist,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,"Perform quality checks, PSRs as per quality checklist and submit to QC team",Not Started,0.0,2026-09-01,2026-09-01,,,,,1d,372,0.0,1.0,,,,,,,,Zycus Product Specialist,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,4,Rajat Bothra,,,,Green,Quality Check by Zycus QC team,Not Started,0.0,2026-09-01,2026-09-01,,,,,0,373,0.0,1.0,,,,,,,,Zycus Quality Team,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Sanity on Production - iSource and Merlin Intake,Not Started,0.0,2026-09-02,2026-09-02,,,,,1d,374,25.0000000694,,,,,,,,,"UniSan IT Team, UniSan Integration Team, UniSan Project Manager, UniSan SME, UniSan Subject Matter Expert",,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Go /No-go Check Point ( Meeting with UniSan) - iSource and Merlin Intake,Not Started,0.0,2026-09-03,2026-09-03,,,,,1d,375,25.0000000347,,,,,,,,,UniSan Project Manager,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Release Zycus system to all users -  iSource and Merlin Intake,Not Started,0.0,2026-09-04,2026-09-04,,,,,1d,376,25.0,,,,,,,,,Zycus Product Specialist,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,KPI Reports to be migrated on PROD,Not Started,0.0,2026-09-01,2026-09-02,,,,,2d,"351, 367",27.0,,,,,,,,,"UniSan Project Group, Zycus Product Specialist, Zycus Project Manager",,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,"Sanity on Production  -  iSupplier, eProc, eInvoice and CLM",Not Started,0.0,2026-09-08,2026-09-09,,,,,2d,374FS +4d,0.0,1.0,,,,,,,,"UniSan IT Team, UniSan Integration Team, UniSan Project Manager, UniSan SME, UniSan Subject Matter Expert",,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,"Go /No-go Check Point ( Meeting with UniSan)  -  iSupplier, eProc, eInvoice and CLM",Not Started,0.0,2026-09-10,2026-09-10,,,,,1d,379,0.0,1.0,,,,,,,,UniSan Project Manager,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,"Release Zycus system to all users  -  iSupplier, eProc, eInvoice and CLM",Not Started,0.0,2026-09-11,2026-09-11,,,,,1d,380,0.0,1.0,,,,,,,,Zycus Product Specialist,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Production Go-Live Phase II,Not Started,0.0,2026-09-11,2026-09-11,,,,,0,381,0.0,1.0,,,,,,,,,,,,,
#UNPARSEABLE,#UNPARSEABLE,#UNPARSEABLE,,#UNPARSEABLE,1,Rajat Bothra,,,,Green,Hypercare Phase II,Not Started,0.0,2026-09-14,2026-10-09,,,,,20d,382,0.0,1.0,,,,,,,,"UniSan IT Team, UniSan Integration Team, UniSan Project Group, Zycus Consultant, Zycus Integration Team, Zycus Product Specialist, Zycus Project Manager",,,,,
